id,description,category,register,province,urgency,asta_cita,legislative_target,impact_scope,sub_topic,source,cleaned_description,misi_id,model_input,category_label,urgency_label,asta_label
59f26957-a54b-4026-bd9a-e2a6224c8b0a,Mengapa masih ada yang tidak percaya diri untuk menyuarakan kebebasannya? Sudah saatnya DPR RI ambil tindakan yang tegas untuk melindungi warga dari kekerasan HAM!,Sosial,informal,Jawa Timur,5,"Misi 1: Ideologi, Demokrasi, dan HAM",DPR RI,National,Kekerasan HAM,synthetic_v3.1_asta_urgency,masih ada yang tidak percaya diri untuk menyuarakan kebebasannya? sudah saatnya dpr ri ambil tindakan yang tegas untuk melindungi warga dari kekerasan ham!,1,legislative target dpr ri. asta cita misi 1. impact scope national. register informal.  aspirasi warga: masih ada yang tidak percaya diri untuk menyuarakan kebebasannya? sudah saatnya dpr ri ambil tindakan yang tegas untuk melindungi warga dari kekerasan ham!,6,4,0
f7030338-3fec-4186-b864-70e89e58f53b,"Masyarakat adat di Indonesia masih menghadapi banyak tantangan dalam menjaga hak-hak mereka, pemerintah harus DARURAT mengakui dan melindungi hak-hak masyarakat adat.",Sosial,informal,Kalimantan Timur,5,Misi Keadilan Adat,DPRD Provinsi,Community,Hak Masyarakat Adat,booster_v3.2,"adat di indonesia masih menghadapi banyak tantangan dalam menjaga hak-hak mereka, pemerintah harus darurat mengakui dan melindungi hak-hak masyarakat adat.",0,"legislative target dprd provinsi. asta cita misi unknown. impact scope community. register informal.  aspirasi warga: adat di indonesia masih menghadapi banyak tantangan dalam menjaga hak-hak mereka, pemerintah harus darurat mengakui dan melindungi hak-hak masyarakat adat.",6,4,8
2a18fb7a-e61b-4006-9356-7343ff165fb3,"Saya ingin anak-anak sekolah kami belajar tentang keamanan data, tapi gak ada pelajaran tentang ini di kurikulum, dan lab sekolah juga tidak memiliki fasilitas untuk pengamatan alam. Harap sekolah kami bisa mendapatkan dana untuk memperbarui kurikulum dan fasilitas lab.",Pendidikan,informal,Sumatera Utara,1,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPRD Kab/Kota,Regional,Peningkatan kualitas kurikulum dan fasilitas lab sekolah,synthetic_v3.1_asta_urgency,"saya ingin anak-anak sekolah kami belajar tentang keamanan data, tapi tidak ada pelajaran tentang ini di kurikulum, dan lab sekolah juga tidak memiliki fasilitas untuk pengamatan alam. harap sekolah kami bisa mendapatkan dana untuk memperbarui kurikulum dan fasilitas lab.",4,"legislative target dprd kab kota. asta cita misi 4. impact scope regional. register informal.  aspirasi warga: saya ingin anak-anak sekolah kami belajar tentang keamanan data, tapi tidak ada pelajaran tentang ini di kurikulum, dan lab sekolah juga tidak memiliki fasilitas untuk pengamatan alam. harap sekolah kami bisa mendapatkan dana untuk memperbarui kurikulum dan fasilitas lab.",5,0,3
1ad2b752-15c8-4cb2-aaee-c3d6969e27b7,Kami sangat butuhkan penambahan tempat olahraga karena kebanyakan warga kami gemuk gak bisa olahraga karena tidak punya tempat,Infrastruktur,informal,NTT,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Pengembangan Infrastruktur,synthetic_v3.1_asta_urgency,kami sangat butuhkan penambahan tempat olahraga karena kebanyakan warga kami gemuk tidak bisa olahraga karena tidak punya tempat,3,legislative target dprd kab kota. asta cita misi 3. impact scope individual. register informal.  aspirasi warga: kami sangat butuhkan penambahan tempat olahraga karena kebanyakan warga kami gemuk tidak bisa olahraga karena tidak punya tempat,1,0,2
145ccf26-71ce-4c6e-8d51-3a7e764f1fe8,"Warga di desa kami terpaksa mnggunakan jln rahim karena jln utama desa kami rusak sejak 2020, ini membawa dampak pada keselamatan warga dan kinerja ekonomi",Infrastruktur,informal,Kalimantan Timur,5,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Provinsi,National,Pembangunan Infrastruktur Jalan,synthetic_v3.1_asta_urgency,"warga di desa kami terpaksa mnggunakan jalan rahim karena jalan utama desa kami rusak sejak 2020, ini membawa dampak pada keselamatan warga dan kinerja ekonomi",6,"legislative target dprd provinsi. asta cita misi 6. impact scope national. register informal.  aspirasi warga: warga di desa kami terpaksa mnggunakan jalan rahim karena jalan utama desa kami rusak sejak 2020, ini membawa dampak pada keselamatan warga dan kinerja ekonomi",1,4,5
fb8711fc-682a-4a0e-ac6b-72c911982f3d,Membangun komunitas yang lebih inklusif dengan meningkatkan kesadaran dan penerimaan terhadap perbedaan,Sosial,informal,Papua,4,Misi Inklusi Sosial,DPRD,Regional,Keadilan Sosial,booster_v3.2,komunitas yang lebih inklusif dengan meningkatkan kesadaran dan penerimaan terhadap perbedaan,0,legislative target dprd. asta cita misi unknown. impact scope regional. register informal.  aspirasi warga: komunitas yang lebih inklusif dengan meningkatkan kesadaran dan penerimaan terhadap perbedaan,6,3,8
998caabd-05de-42fb-9077-cb8e210da7ea,"Saya khawatir akan keamanan warga di Kabupaten Jember, Jawa Timur, karena pernah mengalami penjarahan pada 12 Februari 2023 di desa Jangkar. Saya khawatir hal ini dapat menimbulkan ketidakpercayaan terhadap pemerintah dan melemahkan demokrasi.",Keamanan,formal,Jawa Timur,5,"Misi 1: Ideologi, Demokrasi, dan HAM",DPR RI,National,Keamanan dan Pelanggaran HAM,synthetic_v3.1_asta_urgency,"saya khawatir akan keamanan warga di kabupaten jember, jawa timur, karena pernah mengalami penjarahan pada 12 februari 2023 di desa jangkar. saya khawatir hal ini dapat menimbulkan ketidakpercayaan terhadap pemerintah dan melemahkan demokrasi.",1,"legislative target dpr ri. asta cita misi 1. impact scope national. register formal.  aspirasi warga: saya khawatir akan keamanan warga di kabupaten jember, jawa timur, karena pernah mengalami penjarahan pada 12 februari 2023 di desa jangkar. saya khawatir hal ini dapat menimbulkan ketidakpercayaan terhadap pemerintah dan melemahkan demokrasi.",2,4,0
197062f4-4bf5-4a79-adc2-741b29bca740,"Banyak sekolah di desa Sumber Alam Kabupaten Bandung Barat yang kekurangan buku teks dan guru, hal ini membuat para siswa tidak dapat memahami materi pelajaran secara efektif.",Kesehatan,formal,NTT,2,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPRD Kab/Kota,Community,Kurangnya Buku Teks dan Guru di Sekolah Desa,synthetic_v3.1_asta_urgency,"sekolah di desa sumber alam kabupaten bandung barat yang kekurangan buku teks dan guru, hal ini membuat para siswa tidak dapat memahami materi pelajaran secara efektif.",4,"legislative target dprd kab kota. asta cita misi 4. impact scope community. register formal.  aspirasi warga: sekolah di desa sumber alam kabupaten bandung barat yang kekurangan buku teks dan guru, hal ini membuat para siswa tidak dapat memahami materi pelajaran secara efektif.",3,1,3
c8a9af01-090b-4d4e-b7c0-21d2eab02b06,"Kami warga Desa Kencana di Jawa Barat sangat kesal sama pungutan liar di pasar tradisional. Ini sudah terjadi 2 tahunan, makin parah sekarang. DPRD Kab/Kota harus segera atasi!",Keamanan,informal,Kalimantan Timur,3,"Misi 1: Ideologi, Demokrasi, dan HAM",DPRD Kab/Kota,National,Pelanggaran HAM di Lingkungan Pedesaan,synthetic_v3.1_asta_urgency,"kami warga desa kencana di jawa barat sangat kesal sama pungutan liar di pasar tradisional. ini sudah terjadi 2 tahunan, makin parah sekarang. dprd kab/kota harus segera atasi!",1,"legislative target dprd kab kota. asta cita misi 1. impact scope national. register informal.  aspirasi warga: kami warga desa kencana di jawa barat sangat kesal sama pungutan liar di pasar tradisional. ini sudah terjadi 2 tahunan, makin parah sekarang. dprd kab/kota harus segera atasi!",2,2,0
72a438f5-1802-46fd-b076-e4fc695d0f8d,"Bgt, trotoar di depan rumah saya retak bgt 2 minggu lalu! Harus diperbaiki dulu baru saya nyaman jalanin ke kantor gak?",Infrastruktur,informal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Infrastruktur rusak ringan di daerah,synthetic_v3.1_asta_urgency,"bgt, trotoar di depan rumah saya retak sangat 2 minggu lalu! harus diperbaiki dulu baru saya nyaman jalanin ke kantor gak?",3,"legislative target dprd kab kota. asta cita misi 3. impact scope community. register informal.  aspirasi warga: bgt, trotoar di depan rumah saya retak sangat 2 minggu lalu! harus diperbaiki dulu baru saya nyaman jalanin ke kantor gak?",1,1,2
6de4e8f3-7601-441e-bba2-4660261a24bd,"Desa Pagersari, Kabupaten Purworejo, DIY membutuhkan peningkatan infrastruktur pendidikan. Sekolah desa yang ada saat ini tidak memiliki fasilitas yang memadai untuk mendukung kegiatan belajar mengajar. Kami meminta pemerintah meningkatkan infrastruktur pendidikan desa.",Infrastruktur,formal,Jawa Timur,3,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,National,Infrastruktur,synthetic_v3.1_asta_urgency,"desa pagersari, kabupaten purworejo, diy membutuhkan peningkatan infrastruktur pendidikan. sekolah desa yang ada saat ini tidak memiliki fasilitas yang memadai untuk mendukung kegiatan belajar mengajar. kami meminta pemerintah meningkatkan infrastruktur pendidikan desa.",6,"legislative target dprd kab kota. asta cita misi 6. impact scope national. register formal.  aspirasi warga: desa pagersari, kabupaten purworejo, diy membutuhkan peningkatan infrastruktur pendidikan. sekolah desa yang ada saat ini tidak memiliki fasilitas yang memadai untuk mendukung kegiatan belajar mengajar. kami meminta pemerintah meningkatkan infrastruktur pendidikan desa.",1,2,5
4321ad21-0b61-4716-89ef-e2c8ef9e495a,Saya ingin melihat pemerintah membuat program pendidikan bagi warga desa supaya bisa meningkatkan kemampuan mereka dalam menjalankan bisnis. Ini bisa jadi sumber pendapatan baru bagi mereka. Saya harap bisa ada dukungan dari pemerintah,Sosial,informal,NTT,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Pemberdayaan Ekonomi Masyarakat,synthetic_v3.1_asta_urgency,saya ingin melihat pemerintah membuat program pendidikan bagi warga desa supaya bisa meningkatkan kemampuan mereka dalam menjalankan bisnis. ini bisa jadi sumber pendapatan baru bagi mereka. saya harap bisa ada dukungan dari pemerintah,6,legislative target dprd kab kota. asta cita misi 6. impact scope community. register informal.  aspirasi warga: saya ingin melihat pemerintah membuat program pendidikan bagi warga desa supaya bisa meningkatkan kemampuan mereka dalam menjalankan bisnis. ini bisa jadi sumber pendapatan baru bagi mereka. saya harap bisa ada dukungan dari pemerintah,6,0,5
35f94c89-c731-42a9-9886-662daf5f93d6,"Saya punya ide buat pariwisata di desa di Jawa Barat. Kita bisa buat tema khas sini, seperti wisata petik sayur atau wisata alam. Ini bisa jadi sumber pendapatan baru buat warga setempat. Saya harap pemerintah bisa dukung hal ini",Sosial,informal,Jawa Barat,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Pengembangan Wisata Desa,synthetic_v3.1_asta_urgency,"saya punya ide buat pariwisata di desa di jawa barat. kita bisa buat tema khas sini, seperti wisata petik sayur atau wisata alam. ini bisa jadi sumber pendapatan baru buat warga setempat. saya harap pemerintah bisa dukung hal ini",6,"legislative target dprd kab kota. asta cita misi 6. impact scope community. register informal.  aspirasi warga: saya punya ide buat pariwisata di desa di jawa barat. kita bisa buat tema khas sini, seperti wisata petik sayur atau wisata alam. ini bisa jadi sumber pendapatan baru buat warga setempat. saya harap pemerintah bisa dukung hal ini",6,0,5
98806e1a-4ee7-4342-954a-f88d6b5b0f40,"Jln sekali, ada banyak korban narkoba di kota saya. Pemerintah daerah harus buat kebijakan untuk melawan narkoba. DPRD Kab/Kota harus ambil tindakan ini",Keamanan,informal,NTT,4,"Misi 7: Reformasi Hukum, Birokrasi, dan Pemberantasan Korupsi/Narkoba",DPRD Kab/Kota,Individual,Peredaran Narkoba,synthetic_v3.1_asta_urgency,"jalan sekali, ada banyak korban narkoba di kota saya. pemerintah daerah harus buat kebijakan untuk melawan narkoba. dprd kab/kota harus ambil tindakan ini",7,"legislative target dprd kab kota. asta cita misi 7. impact scope individual. register informal.  aspirasi warga: jalan sekali, ada banyak korban narkoba di kota saya. pemerintah daerah harus buat kebijakan untuk melawan narkoba. dprd kab/kota harus ambil tindakan ini",2,3,6
13cec3fe-d09f-4b72-806a-61223bc8732c,"Kami mau jalan raya desa kami dibangun, tapi sampai sekarang gak ada, warga capek nyari kerja jauh-jauh!",Infrastruktur,informal,Sumatera Utara,4,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPR RI,National,Akses Infrastruktur di Desa Terisolasi,synthetic_v3.1_asta_urgency,"kami mau jalan raya desa kami dibangun, tapi sampai sekarang tidak ada, warga capek nyari kerja jauh-jauh!",6,"legislative target dpr ri. asta cita misi 6. impact scope national. register informal.  aspirasi warga: kami mau jalan raya desa kami dibangun, tapi sampai sekarang tidak ada, warga capek nyari kerja jauh-jauh!",1,3,5
c75826f4-61ca-49a0-9ef5-9b4389660292,Mengatasi BAHAYA kelaparan dan gizi buruk di daerah terpencil dengan menyediakan bantuan pangan yang memadai dan berkelanjutan,Sosial,formal,Kalimantan Timur,5,Misi Pengentasan Kelaparan,DPR RI,Community,Kelaparan dan Gizi Buruk,booster_v3.2,bahaya kelaparan dan gizi buruk di daerah terpencil dengan menyediakan bantuan pangan yang memadai dan berkelanjutan,0,legislative target dpr ri. asta cita misi unknown. impact scope community. register formal.  aspirasi warga: bahaya kelaparan dan gizi buruk di daerah terpencil dengan menyediakan bantuan pangan yang memadai dan berkelanjutan,6,4,8
dcb5c3c7-fa18-4ab8-a533-4f0acb867257,Memastikan ketersediaan vaksin yang cukup dan merata untuk mencegah wabah penyakit menular yang dapat mengancam nyawa masyarakat,Kesehatan,formal,NTT,4,Vaksinasi Indonesia,DPR RI,National,Vaksinasi dan Imunisasi,booster_v3.2,ketersediaan vaksin yang cukup dan merata untuk mencegah wabah penyakit menular yang dapat mengancam nyawa masyarakat,0,legislative target dpr ri. asta cita misi unknown. impact scope national. register formal.  aspirasi warga: ketersediaan vaksin yang cukup dan merata untuk mencegah wabah penyakit menular yang dapat mengancam nyawa masyarakat,3,3,8
d77bc5ae-faca-4444-8f9a-e8ff04835ffb,"Peningkatan akses jalan dan internet di Desa Mandala, Kabupaten Bangka, Bangka Belitung, yang terisolasi selama 5 tahun, menyebabkan kemiskinan struktural yang parah dan mengganggu kegiatan ekonomi warga.",Sosial,formal,Jambi,4,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Peningkatan Infrastruktur di Wilayah Terisolasi,synthetic_v3.1_asta_urgency,"akses jalan dan internet di desa mandala, kabupaten bangka, bangka belitung, yang terisolasi selama 5 tahun, menyebabkan kemiskinan struktural yang parah dan mengganggu kegiatan ekonomi warga.",6,"legislative target dprd kab kota. asta cita misi 6. impact scope community. register formal.  aspirasi warga: akses jalan dan internet di desa mandala, kabupaten bangka, bangka belitung, yang terisolasi selama 5 tahun, menyebabkan kemiskinan struktural yang parah dan mengganggu kegiatan ekonomi warga.",6,3,5
fc12f5c5-ae59-4717-a9bb-819bf78386c8,Desa kami kehilangan banyak uang karena tidak bisa berdagang secara online. Perkuat infrastruktur kami!,Infrastruktur,informal,Kalimantan Timur,4,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPR RI,Community,Infrastruktur,synthetic_v3.1_asta_urgency,desa kami kehilangan banyak uang karena tidak bisa berdagang secara online. perkuat infrastruktur kami!,6,legislative target dpr ri. asta cita misi 6. impact scope community. register informal.  aspirasi warga: desa kami kehilangan banyak uang karena tidak bisa berdagang secara online. perkuat infrastruktur kami!,1,3,5
36cad07e-3377-4cd8-9cb0-afaf62290866,Pengembangan fasilitas kesehatan darurat yang memadai di daerah rawan bencana untuk menyelamatkan nyawa terancam dalam kondisi darurat.,Kesehatan,informal,Papua,5,Misi Siaga Sehat,DPRD,Community,Fasilitas Kesehatan Darurat,booster_v3.2,fasilitas kesehatan darurat yang memadai di daerah rawan bencana untuk menyelamatkan nyawa terancam dalam kondisi darurat.,0,legislative target dprd. asta cita misi unknown. impact scope community. register informal.  aspirasi warga: fasilitas kesehatan darurat yang memadai di daerah rawan bencana untuk menyelamatkan nyawa terancam dalam kondisi darurat.,3,4,8
4d22d5bf-ff68-423d-9829-4000425d71e8,"Fasilitas kesehatan kami rusak, krn banjir, saya butuh bantuan drg & alat-alat kesehatan, jgn sampai terlambat!",Kesehatan,informal,Jawa Timur,5,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPRD Kab/Kota,Community,Fasilitas Kesehatan yang Rusak di Daerah Pedesaan,synthetic_v3.1_asta_urgency,"kesehatan kami rusak, karena banjir, saya butuh bantuan drg alat-alat kesehatan, jgn sampai terlambat!",4,"legislative target dprd kab kota. asta cita misi 4. impact scope community. register informal.  aspirasi warga: kesehatan kami rusak, karena banjir, saya butuh bantuan drg alat-alat kesehatan, jgn sampai terlambat!",3,4,3
48530837-351f-4ced-b4dd-d93629cf7c8f,"Mau kuliah tapi biaya PTKIN bgt, Rp 5.000.000 per semester. Bikin saya jadi pusing.",Keamanan,informal,Jawa Timur,2,"Misi 7: Reformasi Hukum, Birokrasi, dan Pemberantasan Korupsi/Narkoba",DPR RI,Community,Reformasi Birokrasi pada Kementerian Pendidikan,synthetic_v3.1_asta_urgency,"mau kuliah tapi biaya ptkin bgt, rp 5.00.00 per semester. bikin saya jadi pusing.",7,"legislative target dpr ri. asta cita misi 7. impact scope community. register informal.  aspirasi warga: mau kuliah tapi biaya ptkin bgt, rp 5.00.00 per semester. bikin saya jadi pusing.",2,1,6
15114a7c-d6f3-4612-9b50-28a7485c84bb,"Perlu dikebut Pemerintah Pusat untuk Membangun Sistem Monitoring cuaca dan Informasi Bencana untuk Wilayah Papua Tengah yang Sering Dilanda Bencana Alam, 75% Masyarakat yang Mengalami Gangguan Kehidupan Selama 1 Bulan Terakhir ini.",Lingkungan,formal,Sumatera Utara,5,Misi 8: Penyelarasan Kehidupan yang Harmonis dengan Alam dan Budaya,DPR RI,National,Bencana Alam dan Pengelolaan Darurat,synthetic_v3.1_asta_urgency,"perlu dikebut pemerintah pusat untuk membangun sistem monitoring cuaca dan informasi bencana untuk wilayah papua tengah yang sering dilanda bencana alam, 75 masyarakat yang mengalami gangguan kehidupan selama 1 bulan terakhir ini.",8,"legislative target dpr ri. asta cita misi 8. impact scope national. register formal.  aspirasi warga: perlu dikebut pemerintah pusat untuk membangun sistem monitoring cuaca dan informasi bencana untuk wilayah papua tengah yang sering dilanda bencana alam, 75 masyarakat yang mengalami gangguan kehidupan selama 1 bulan terakhir ini.",4,4,7
429dd76f-ad0c-47a8-8c19-6389a447ba53,Saya lihat banyak sekali buku referensi yang tidak relevan dengan kurikulum sekolah. Saya pikir harus ada kebijakan untuk memilih buku referensi yang relevan dengan kurikulum sekolah. Saya rasa ini bisa terjadi dalam 3 tahun lagi. DPRD Provinsi harus lihat kebijakan ini.,Kesehatan,informal,Kalimantan Timur,1,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPRD Provinsi,Regional,Kualitas Buku Referensi Sekolah,synthetic_v3.1_asta_urgency,saya lihat banyak sekali buku referensi yang tidak relevan dengan kurikulum sekolah. saya pikir harus ada kebijakan untuk memilih buku referensi yang relevan dengan kurikulum sekolah. saya rasa ini bisa terjadi dalam 3 tahun lagi. dprd provinsi harus lihat kebijakan ini.,4,legislative target dprd provinsi. asta cita misi 4. impact scope regional. register informal.  aspirasi warga: saya lihat banyak sekali buku referensi yang tidak relevan dengan kurikulum sekolah. saya pikir harus ada kebijakan untuk memilih buku referensi yang relevan dengan kurikulum sekolah. saya rasa ini bisa terjadi dalam 3 tahun lagi. dprd provinsi harus lihat kebijakan ini.,3,0,3
03603132-6dc1-4ffc-bda5-680089d5da39,"Mengintensifkan penanganan medis darurat untuk pasien yang terkena bencana alam, SEGERA diatasi untuk menyelamatkan nyawa",Kesehatan,informal,NTT,5,Bencana Sehat,DPRD Kabupaten,National,Penanganan Medis Bencana,booster_v3.2,"penanganan medis darurat untuk pasien yang terkena bencana alam, segera diatasi untuk menyelamatkan nyawa",0,"legislative target dprd kabupaten. asta cita misi unknown. impact scope national. register informal.  aspirasi warga: penanganan medis darurat untuk pasien yang terkena bencana alam, segera diatasi untuk menyelamatkan nyawa",3,4,8
2b9f2889-f590-4abc-9ba3-19e550a9d70a,"Mereka gak bisa keluar rumah, anak-anak tak bisa sekolah, ini adlaah Kekerasan HAM, kita harus tindak cepat, DPRD Provinsi tolong!",Sosial,informal,Sumatera Utara,5,"Misi 1: Ideologi, Demokrasi, dan HAM",DPRD Provinsi,National,Kekerasan HAM di Sulawesi Barat,synthetic_v3.1_asta_urgency,"tidak bisa keluar rumah, anak-anak tidak bisa sekolah, ini adlaah kekerasan ham, kita harus tindak cepat, dprd provinsi tolong!",1,"legislative target dprd provinsi. asta cita misi 1. impact scope national. register informal.  aspirasi warga: tidak bisa keluar rumah, anak-anak tidak bisa sekolah, ini adlaah kekerasan ham, kita harus tindak cepat, dprd provinsi tolong!",6,4,0
aec70d18-58af-4397-aa51-5f7aecb1225d,"Lokasi: Desa Sidorejo, Kabupaten Gresik, Jawa Timur. Petani di atas mengalami kesulitan keamanan lahan akibat perluasan perkebunan sawit yang tidak sah, menyebabkan penggusuran paksa dan kerugian Rp 20 juta.",Ekonomi,formal,Jawa Barat,2,"Misi 2: Swasembada Pangan, Energi, Air, Ekonomi Hijau dan Biru",DPRD Kab/Kota,National,Keamanan lahan pertanian,synthetic_v3.1_asta_urgency,"lokasi desa sidorejo, kabupaten gresik, jawa timur. petani di atas mengalami kesulitan keamanan lahan akibat perluasan perkebunan sawit yang tidak sah, menyebabkan penggusuran paksa dan kerugian rp 20 juta.",2,"legislative target dprd kab kota. asta cita misi 2. impact scope national. register formal.  aspirasi warga: lokasi desa sidorejo, kabupaten gresik, jawa timur. petani di atas mengalami kesulitan keamanan lahan akibat perluasan perkebunan sawit yang tidak sah, menyebabkan penggusuran paksa dan kerugian rp 20 juta.",0,1,1
3d168151-fb16-415f-acfa-8660968e19bb,"Saya pengusaha kecil di Jawa Barat, gak bisa ngasih harga murah untuk produk pertanian karena distribusi pupuk jadi sulit. Harusnya pemerintah ngasih bantuan infrastruktur irigasi",Ekonomi,informal,Kalimantan Timur,2,"Misi 2: Swasembada Pangan, Energi, Air, Ekonomi Hijau dan Biru",DPR RI,Community,Distribusi Pupuk dan Infrastruktur Irigasi,synthetic_v3.1_asta_urgency,"saya pengusaha kecil di jawa barat, tidak bisa ngasih harga murah untuk produk pertanian karena distribusi pupuk jadi sulit. harusnya pemerintah ngasih bantuan infrastruktur irigasi",2,"legislative target dpr ri. asta cita misi 2. impact scope community. register informal.  aspirasi warga: saya pengusaha kecil di jawa barat, tidak bisa ngasih harga murah untuk produk pertanian karena distribusi pupuk jadi sulit. harusnya pemerintah ngasih bantuan infrastruktur irigasi",0,1,1
678d0a14-958e-4d1d-a161-1aac02448985,"Warga sangat kecewa karena jembatan rusak, banyak warga yang terganggu, tolong dibuat alternatifnya!",Infrastruktur,informal,Jawa Timur,4,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Kerusuhan Jembatan,synthetic_v3.1_asta_urgency,"warga sangat kecewa karena jembatan rusak, banyak warga yang terganggu, tolong dibuat alternatifnya!",3,"legislative target dprd kab kota. asta cita misi 3. impact scope regional. register informal.  aspirasi warga: warga sangat kecewa karena jembatan rusak, banyak warga yang terganggu, tolong dibuat alternatifnya!",1,3,2
ff5309fb-e06b-42a3-a4e5-9bf286f93e12,"Keluhan warga gak pernah selesai, di daerah kami cuaca ekstrem sudah 2 tahun, sawah hancur, pangan warga miskin! Pemerintah harus serius meningkatkan swasembada pangan!",Ekonomi,informal,Jawa Timur,3,"Misi 2: Swasembada Pangan, Energi, Air, Ekonomi Hijau dan Biru",DPRD Provinsi,Individual,Sumber Daya Pangan,synthetic_v3.1_asta_urgency,"warga tidak pernah selesai, di daerah kami cuaca ekstrem sudah 2 tahun, sawah hancur, pangan warga miskin! pemerintah harus serius meningkatkan swasembada pangan!",2,"legislative target dprd provinsi. asta cita misi 2. impact scope individual. register informal.  aspirasi warga: warga tidak pernah selesai, di daerah kami cuaca ekstrem sudah 2 tahun, sawah hancur, pangan warga miskin! pemerintah harus serius meningkatkan swasembada pangan!",0,2,1
3a523c9b-31fc-4b5b-8556-1dbc154ad2a7,Mengatasi kemiskinan ekstrim di daerah tertinggal dengan menyediakan bantuan sosial yang efektif dan memadai untuk meningkatkan kualitas hidup masyarakat,Sosial,formal,Jawa Barat,5,Misi Pengentasan Kemiskinan,DPR RI,National,Bantuan Sosial,booster_v3.2,kemiskinan ekstrim di daerah tertinggal dengan menyediakan bantuan sosial yang efektif dan memadai untuk meningkatkan kualitas hidup masyarakat,0,legislative target dpr ri. asta cita misi unknown. impact scope national. register formal.  aspirasi warga: kemiskinan ekstrim di daerah tertinggal dengan menyediakan bantuan sosial yang efektif dan memadai untuk meningkatkan kualitas hidup masyarakat,6,4,8
25cd0437-90b9-49e7-bb70-e5c649abe3f9,Pengalaman diskriminasi di layanan publik di wilayah Jawa Barat (Banten) pada bulan Maret lalu telah membuat warga merasa tidak nyaman. Diskriminasi ini terjadi selama 2 minggu dan telah dialami oleh minimal 10 warga.,Keamanan,formal,Jambi,3,"Misi 1: Ideologi, Demokrasi, dan HAM",DPR RI,Regional,Pelanggaran HAM dalam skala terbatas,synthetic_v3.1_asta_urgency,diskriminasi di layanan publik di wilayah jawa barat banten pada bulan maret lalu telah membuat warga merasa tidak nyaman. diskriminasi ini terjadi selama 2 minggu dan telah dialami oleh minimal 10 warga.,1,legislative target dpr ri. asta cita misi 1. impact scope regional. register formal.  aspirasi warga: diskriminasi di layanan publik di wilayah jawa barat banten pada bulan maret lalu telah membuat warga merasa tidak nyaman. diskriminasi ini terjadi selama 2 minggu dan telah dialami oleh minimal 10 warga.,2,2,0
1c076593-4484-47cf-a2a6-f3eafe1f6258,"Penggusuran warga oleh pemerintah di kampung lama di Jakarta Pusat tanpa proses sosialisasi, menyebabkan banyak warga kehilangan tempat tinggal.",Infrastruktur,informal,Papua,5,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPR RI,National,Penggusuran warga oleh pemerintah,synthetic_v3.1_asta_urgency,"warga oleh pemerintah di kampung lama di jakarta pusat tanpa proses sosialisasi, menyebabkan banyak warga kehilangan tempat tinggal.",3,"legislative target dpr ri. asta cita misi 3. impact scope national. register informal.  aspirasi warga: warga oleh pemerintah di kampung lama di jakarta pusat tanpa proses sosialisasi, menyebabkan banyak warga kehilangan tempat tinggal.",1,4,2
7cd3c18c-19f2-456d-ab82-360c69058905,"Kami di desa terpencil, sudah 3 tahun tidak pernah mendapatkan air bersih yang cukup, pemerintah harus tanggap dalam meningkatkan swasembada air!",Ekonomi,informal,Jambi,3,"Misi 2: Swasembada Pangan, Energi, Air, Ekonomi Hijau dan Biru",DPRD Kab/Kota,Regional,Sumber Daya Air,synthetic_v3.1_asta_urgency,"kami di desa terpencil, sudah 3 tahun tidak pernah mendapatkan air bersih yang cukup, pemerintah harus tanggap dalam meningkatkan swasembada air!",2,"legislative target dprd kab kota. asta cita misi 2. impact scope regional. register informal.  aspirasi warga: kami di desa terpencil, sudah 3 tahun tidak pernah mendapatkan air bersih yang cukup, pemerintah harus tanggap dalam meningkatkan swasembada air!",0,2,1
