id,description,category,register,province,urgency,asta_cita,legislative_target,impact_scope,sub_topic,source
e45b2a36-9051-4e6e-95a3-e77dea33c419,"Pasar mal di kota kami butuh pengembangan, infrastruktur yang ada sudah tidak memadai. Warga kesulitan menjual produk UMKM mereka. Pemerintah harus membangun pasar yang modern dan memadai.",Infrastruktur,informal,Jawa Timur,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Individual,Pengembangan Pasar Mal,synthetic_v3.1_asta_urgency
2d9678f0-bda7-48ed-a9ee-f5abb5216548,"Perluin infrastruktur jalan yang lebih baik di daerah saya, ngak bisa jln malam-malam gak nyaman #Misi3",Infrastruktur,informal,Sumatera Utara,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Pengembangan Infrastruktur,synthetic_v3.1_asta_urgency
5ea5eb62-8a41-49cc-8af6-ba49b73a844f,"Fasilitas umum di daerah saya masih kurang, butuh tempat parkir yang lebih luas #KewirausahaanMasaDepan",Infrastruktur,informal,Papua,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Pengembangan Fasilitas Publik,synthetic_v3.1_asta_urgency
22401d5f-aa43-4e0f-83b4-60d31ffaf67c,"Warga desa saya butuh bantuan untuk pengembangan UMKM, ayo bantu kami #LapanganKerjaMuda",Infrastruktur,informal,Papua,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Pengembangan UMKM,synthetic_v3.1_asta_urgency
e1e1f268-f7e7-421f-bc86-3455bed26187,"Fasilitas olahraga di daerah saya masih minim, perlu dibangun lapangan sepak bola yang lebih baik #Misi3Terwujud",Infrastruktur,informal,Papua,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Pengembangan Infrastruktur,synthetic_v3.1_asta_urgency
fa981595-f5be-4967-87f9-e3d0db310481,"Perlu tempat wisata yang lebih banyak di daerah saya, akan meningkatkan kawirausahaan warga #Misi3",Infrastruktur,informal,Sumatera Utara,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Pengembangan UMKM,synthetic_v3.1_asta_urgency
3bf02478-1f51-4d60-acfe-f6cfb15e0b5d,"Kami warga desa butuh bantuan untuk pengembangan sumber air bersih, ayo bantu kami #Misi3",Infrastruktur,informal,Jawa Timur,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Pengembangan Infrastruktur,synthetic_v3.1_asta_urgency
256d78a0-acb1-4cfc-9087-98cac3293101,"Fasilitas publik di kota kami jln banget, warga harus jauh-jauh ke kota lain untuk kebutuhan dasar. Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur harus diperbarui.",Infrastruktur,informal,Jawa Barat,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Pengembangan Infrastruktur Publik di Kota,synthetic_v3.1_asta_urgency
97f7adf6-85d2-4ace-ad87-4602e0b7a09a,"Fasilitas kantor pos di daerah kami mulai jumbl alias tutup. Ini sangat bgt, banyak warga yg gak bisa menerima surat secara langsung. DPR RI harus melihat kasus ini!",Infrastruktur,informal,Kalimantan Timur,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPR RI,Community,Pengembangan Pelayanan Pos di Wilayah Pedesaan,synthetic_v3.1_asta_urgency
0751bc75-82ad-44b4-9b32-1e404acc4996,"Toko kelontong di sini gak ada stok bensin! Warga jalan jauh, uang habis, dan stres. Gak ada solusi dari Pemkot. Ini harus segera diatasi.",Infrastruktur,informal,Kalimantan Timur,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Peningkatan Kualitas Layanan Toko Kelontong di Kota,synthetic_v3.1_asta_urgency
5cb60aee-c0c3-4579-ba4e-ecc7498540e5,"Kami warga ngomong soal jalan rusak di depan rumah, tapi tidak ada progres. Warga harus hati-hati karena bencana jalan rusak. Ini sudah 1 bulan!",Infrastruktur,informal,Sumatera Utara,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Pengembangan Jalan yang Rusak di Kawasan Pedesaan,synthetic_v3.1_asta_urgency
b5f2f84a-eead-4341-b4ac-120bfeddd5c6,"Kota kami ngalamin masalah air bersih. Warga harus minum air sumur dan air hujan. Ini sudah 5 bulan, kami kehabisan sabar! DPR RI harus menyelesaikan masalah ini!",Infrastruktur,informal,Jambi,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPR RI,Community,Peningkatan Kualitas Air Bersih di Kota,synthetic_v3.1_asta_urgency
468b00c1-58a7-48a0-acb4-aa80ebf6c9ea,"Pasar tradisional di sini kekurangan fasilitas pembayaran. Warga harus mengantre panjang, menghabiskan waktu. DPRD Provinsi harus melihat kasus ini dan segera menyelesaikannya!",Infrastruktur,informal,Papua,1,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Community,Pengembangan Fasilitas Pembayaran di Pasar Tradisional,synthetic_v3.1_asta_urgency
86caf1ee-4062-4289-8b50-9efa3ac83229,"Pengembangan wisata desa di Kecamatan Jatimulyo, Kabupaten Wonosobo, Jawa Tengah, perlu diperhatikan untuk meningkatkan pendapatan masyarakat desa sebelum akhir tahun 2027.",Infrastruktur,formal,NTT,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Regional,Infrastruktur Wisata Desa,synthetic_v3.1_asta_urgency
cc631582-05ba-498e-b6df-d38d897b1317,"Pembangunan BUMDes berkelanjutan di Desa Cipta Mulya, Kabupaten Sukoharjo, Jawa Tengah, harus dilakukan secara cepat karena dampaknya terhadap perekonomian warga akan signifikan pada tahun 2026.",Infrastruktur,formal,Jambi,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Regional,Infrastruktur BUMDes,synthetic_v3.1_asta_urgency
4c3d2112-2fad-4809-9773-a81828dffcf1,"Pengembangan infrastruktur desa di Kecamatan Sumber Agung, Kabupaten Lampung Timur, Lampung, harus segera diselesaikan karena dampaknya terhadap kualitas hidup masyarakat akan meningkat pada tahun 2028.",Infrastruktur,formal,NTT,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Regional,Infrastruktur Desa Umum,synthetic_v3.1_asta_urgency
930a9cb4-a2ba-43b9-9d47-318cf790863b,"Pembangunan fasilitas olahraga di Desa Cipta Mulya, Kabupaten Sukoharjo, Jawa Tengah, harus segera diselesaikan agar dapat digunakan oleh masyarakat sebelum akhir tahun 2027.",Infrastruktur,formal,Sumatera Utara,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur Olahraga Desa,synthetic_v3.1_asta_urgency
eed4f86b-280e-4e0d-a338-c2fe4120e7f1,"Pengembangan sumber daya manusia di Desa Jatimulyo, Kabupaten Wonosobo, Jawa Tengah, harus dilakukan secara berkelanjutan karena dampaknya terhadap perekonomian warga akan signifikan pada tahun 2026.",Infrastruktur,formal,Jambi,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Sumber Daya Manusia Desa,synthetic_v3.1_asta_urgency
f51a3284-6450-49bc-a32c-d6d92215a08d,"Pembangunan infrastruktur komunikasi di Kecamatan Sumber Agung, Kabupaten Lampung Timur, Lampung, harus segera diselesaikan karena dampaknya terhadap kualitas hidup masyarakat akan meningkat pada tahun 2028.",Infrastruktur,formal,NTT,1,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur Komunikasi Desa,synthetic_v3.1_asta_urgency
cd15dd86-0f0b-49e9-a017-ea5b734d53b8,"Pemerataan ekonomi di desa belum maksimal, dana desa masih terpakai untuk jln-jlnan, padahal fasilitas desa kurang. Di desa kami pengunjung ke fasilitas umum masih bgt!",Infrastruktur,informal,Jawa Timur,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Regional,Infrastruktur,synthetic_v3.1_asta_urgency
590e009e-4c87-4608-af6e-19920ab200b9,Kami di desa kecil dgn fasilitas pelayanan dasar seperti aula atau posyandu masih kurang. Sementara dana desa gak terserap sebagaimana mestinya. Ini bikin kami kesal!,Infrastruktur,informal,Papua,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,National,Infrastruktur,synthetic_v3.1_asta_urgency
52111e37-f3c7-46e9-ab25-3ed8a7d7cc24,Fasilitas di desa kami sudah mulai rusak. Kita butuh dana desa yang efektif untuk perbaikan. Tapi sayangnya masih banyak dijalankan untuk kepentingan yg gak jelas.,Infrastruktur,informal,Sumatera Utara,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur,synthetic_v3.1_asta_urgency
6523b6c1-b006-4676-a91f-c665adc1e7fe,"Dana desa kami masih banyak digunakan untuk pengadaan barang, padahal kita butuh perbaikan fasilitas umum.",Infrastruktur,informal,Kalimantan Timur,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,National,Infrastruktur,synthetic_v3.1_asta_urgency
9e75df24-f854-48c2-9820-4e055be40e3c,Di desa kami masih banyak yang masih gak bisa menikmati fasilitas public karena kurangnya dana desa. Ini patutnya jadi perhatian dari pemerintah.,Infrastruktur,informal,Papua,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur,synthetic_v3.1_asta_urgency
060b69c4-e754-469d-9a39-ee86d6e890cb,"Kami butuh pemerataan ekonomi yang lebih baik, tapi sayangnya dana desa kami masih banyak untuk kepentingan lain.",Infrastruktur,informal,Jambi,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Regional,Infrastruktur,synthetic_v3.1_asta_urgency
483ee093-84b0-4a74-8b7a-111238669b70,"Fasilitas desa di Desa Sukamulih, Jawa Barat kurang sreg, dr tahun lalu jln, harus diseganiin",Infrastruktur,informal,NTT,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur,synthetic_v3.1_asta_urgency
162e3380-6d0e-4811-bbf4-a980caede54a,"Dana desa gak terserap maksimal dr tahun 2020, makin bgt kalo dr tahun ini gak ada perbaikan",Infrastruktur,informal,Kalimantan Timur,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Individual,Infrastruktur,synthetic_v3.1_asta_urgency
cf049226-7572-43d1-808a-e8fc3d3e5435,"Jalan di Desa Ciptagelar, Sulawesi Tengah rusak dr tahun lalu, ini bikin warga sulit ke pasar",Infrastruktur,informal,Jawa Timur,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Community,Infrastruktur,synthetic_v3.1_asta_urgency
9f469546-2c30-4b26-bf83-ea23aa06d5ed,"Fasilitas air minum di Desa Sidomulyo, Jawa Timur kurang memadai, warga harus jauh-jauh ke sumber",Infrastruktur,informal,Jawa Timur,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Individual,Infrastruktur,synthetic_v3.1_asta_urgency
9dfcccce-1646-4a31-a8a3-b7e4934b08b6,"Dana desa kurang maksimal di Desa Puspahiang, Sumatera Barat, ini bikin warga kesulitan untuk pengembangan usaha",Infrastruktur,informal,Jambi,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,National,Infrastruktur,synthetic_v3.1_asta_urgency
7e123027-cdcb-4711-b098-35c2b6228d08,"Jalan di Desa Kalisari, Bali rusak dr tahun lalu, ini bikin warga kesulitan untuk beraktivitas",Infrastruktur,informal,Papua,2,Misi 6: Membangun dari Desa dan Kelurahan untuk Pemerataan Ekonomi,DPRD Kab/Kota,Individual,Infrastruktur,synthetic_v3.1_asta_urgency
4a5b86e9-1a60-4ced-981f-2ca5ee46eab2,"Trus trus jalan di depan rumah saya retak2, susah banget kalau musim hujan, harus hati2 jalanin mobil #infrastruktur",Infrastruktur,informal,Jawa Barat,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Infrastruktur Rusak Ringan di Desa,synthetic_v3.1_asta_urgency
95579a90-a8ff-49ef-a091-9d10954b634b,"Kebanyakan lampu lalu lintas di jalan utama mati, malam hari susah banget liat mobil ada gak #infrastruktur",Infrastruktur,informal,NTT,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Keterbatasan Penerangan Jalan Utama,synthetic_v3.1_asta_urgency
a28bcdcf-1436-4227-88a1-afaedde6d678,"Modal UMKM skala kecil gak bisa tumbuh karena keterbatasan akses modal, perlu banget bantuan dari pemerintah #LapanganKerja",Infrastruktur,informal,Sumatera Utara,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPR RI,Regional,Keterbatasan Akses Modal UMKM,synthetic_v3.1_asta_urgency
689fd98c-47c0-4b7c-9285-98d3792377af,"Saya pengen buka usaha di rumah, tapi keterbatasan akses infrastruktur membuat saya gak nyaman #kewirausahaan",Infrastruktur,informal,Jambi,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Community,Keterbatasan Akses Infrastruktur di Daerah,synthetic_v3.1_asta_urgency
030a77cb-2ff3-44ce-a655-9c5b31993b7f,Saya liat banyak warga di desa kami susah banget mendapatkan lapangan kerja karena keterbatasan infrastruktur #lapangankerja,Infrastruktur,informal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Keterbatasan Lapangan Kerja di Desa,synthetic_v3.1_asta_urgency
4899a357-cdfc-43cb-b280-bc6761edcf49,"Kami butuh banget perbaikan infrastruktur jalan di daerah kami, sudah berapa tahun ini masalahnya #infrastruktur",Infrastruktur,informal,Jambi,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,National,Perbaikan Infrastruktur Jalan di Daerah,synthetic_v3.1_asta_urgency
72a438f5-1802-46fd-b076-e4fc695d0f8d,"Bgt, trotoar di depan rumah saya retak bgt 2 minggu lalu! Harus diperbaiki dulu baru saya nyaman jalanin ke kantor gak?",Infrastruktur,informal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Infrastruktur rusak ringan di daerah,synthetic_v3.1_asta_urgency
ec0151bc-a427-4c41-bcc5-1a778ac4becd,Lampu di jalanan utama kota mati gak bisa dinyalakan semalaman! Kita tidak nyaman berjalan di malam hari yg gelap bgt,Infrastruktur,informal,Jawa Timur,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Keterbatasan infrastruktur umum di malam hari,synthetic_v3.1_asta_urgency
e5c46f5a-53f4-4ac8-bd0f-43d9df7d43a7,Mengapa UMKM skala kecil di daerah kami gak bisa mendapatkan pinjaman bgt? Kita butuh bantuan dana untuk berkembangnya usaha,Infrastruktur,informal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Individual,Keterbatasan akses modal untuk UMKM skala kecil,synthetic_v3.1_asta_urgency
11c4266a-d34d-414b-88ba-cb6bbddbb725,Pintu masuk kantor saya rusak dan perlu diperbaiki. Biaya perbaikan gak bisa disesuaikan dgn budget kami karena alat gak ada di tempat,Infrastruktur,informal,Sumatera Utara,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Keterbatasan fasilitas umum di kantor,synthetic_v3.1_asta_urgency
fbe064d0-69d4-4b3b-8d92-3d61f2ee009f,Tolak balik di jalan warga kami gak bisa sehari2. Jalan jauh dan kotor. Apalagi saat hujan makin berdebu,Infrastruktur,informal,Jawa Timur,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Keterbatasan akses transportasi umum,synthetic_v3.1_asta_urgency
0f1272e3-9a3f-4ce5-aa09-fa598ac94472,Saya mau usaha kafe tapi sulit mendapatkan modal. Modal kecil tapi perlu dgn biaya besar untuk tempat dan peralatan,Infrastruktur,informal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Community,Keterbatasan akses modal UMKM skala kecil,synthetic_v3.1_asta_urgency
75c27eff-09de-49f6-8a7f-29aaa1537f4c,"Fungsi trotoar di Jalan Raya Gading, Kecamatan Caturtunggal, Kabupaten Sleman, Yogyakarta, telah rusak parah dan mengganggu aktivitas pejalan kaki. Dengan kondisi ini, berpotensi menimbulkan cedera pada masyarakat.",Infrastruktur,formal,Papua,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Infrastruktur Jalan,synthetic_v3.1_asta_urgency
0375b2e5-f311-49af-9c28-4accf43ba544,"Banyaknya lampu jalan yang mati di Jalan Kalianda, Kecamatan Sumur, Kabupaten Pandeglang, Banten, membuat kesulitan bagi pemilik UMKM di wilayah ini untuk menyalurkan produk kepada konsumen. Dampaknya, pendapatan UMKM menurun.",Infrastruktur,formal,Jambi,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Infrastruktur Listrik,synthetic_v3.1_asta_urgency
760cbfd5-68a9-4823-a075-e2ab23fea19f,"Keterbatasan akses modal yang dialami oleh UMKM di Jalan Taman Budaya, Kecamatan Jatimulyo, Kabupaten Bantul, Yogyakarta, telah membatasi kemampuan mereka untuk meningkatkan produksi dan menyediakan layanan yang berkualitas.",Infrastruktur,formal,NTT,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Kemudahan Berusaha,synthetic_v3.1_asta_urgency
5850dccb-1ac4-4d80-9c7c-b3fd4044c81a,"Kondisi jalan yang rusak di Jalan Kertosari, Kecamatan Pucanglaban, Kabupaten Tulungagung, Jawa Timur, telah menyebabkan kesulitan akses angkutan umum ke area tersebut. Hal ini juga telah mempengaruhi aktivitas ekonomi masyarakat.",Infrastruktur,formal,Jawa Timur,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Infrastruktur Jalan,synthetic_v3.1_asta_urgency
1d3f667f-c8c0-4ead-b6f2-ee441e656226,"Fasilitas parkir yang tidak memadai di Jalan Diponegoro, Kecamatan Karangploso, Kabupaten Malang, Jawa Timur, telah mengganggu aktivitas masyarakat. Selain itu, hal ini juga mempengaruhi pendapatan UMKM yang beroperasi di sekitar area tersebut.",Infrastruktur,formal,Jawa Barat,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Infrastruktur Fasilitas,synthetic_v3.1_asta_urgency
c4011334-8160-43bf-b930-2a1d72da8299,"Ketersediaan air bersih yang terbatas di Jalan Raya Purwosari, Kecamatan Purwosari, Kabupaten Purworejo, Jawa Tengah, telah mengganggu aktivitas masyarakat. Selain itu, hal ini juga mempengaruhi produksi UMKM yang beroperasi di sekitar area tersebut.",Infrastruktur,formal,Jawa Timur,2,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Infrastruktur Air,synthetic_v3.1_asta_urgency
d8bc43a6-f3a8-41a0-9e42-146ddf81d50c,"Jln rusak bgt di Desa Sawah, sejak 6 bln lalu, pengangguran meningkat 2x lipat, anak muda pindah ke kota!",Infrastruktur,informal,Jawa Barat,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Regional,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
5b804658-8493-4ec7-8950-100a63f24179,"Di Kecamatan Pantai, 70% jln rusak, warga kesulitan ke sekolah & puskesmas, kebutuhan infrastruktur bgt!",Infrastruktur,informal,NTT,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
16eb521b-5a50-40e4-bdf9-606f203095e1,"Kami warga Desa Tegalega kecewa, 3 tahun lalu infrastruktur di desa ini dibangun, tapi sekarang rusak bgt!",Infrastruktur,informal,Jambi,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
14846e1d-ec5f-4c4c-9f6a-0190c88f2dfb,"Pernah lagi ke Kecamatan Pesisir, warga kesulitan ke pasar dan puskesmas karena jln rusak bgt!",Infrastruktur,informal,Sumatera Utara,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
4bb0c851-4561-470f-a450-d8fa972e2686,"Kami warga kecamatan Kaliwungu, kecewa dengan kondisi jln yang rusak bgt, menghambat mobilitas harian!",Infrastruktur,informal,Papua,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Community,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
c6571850-e17b-4713-8b2c-6da8c0acb0d8,"Kecamatan Kebumen, 2 tahun lalu infrastruktur dibangun, tapi sekarang sudah rusak bgt, warga kesulitan!",Infrastruktur,informal,Sumatera Utara,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,Individual,Infrastruktur yang rusak,synthetic_v3.1_asta_urgency
f4a9aaa0-2190-4b33-be00-5dc2abe2ec19,"Jln rusak bgt di Kec. Wonokromo, Surabaya! Setiap hari warga kesulitan untuk bekerja karena kondisi jalan yang tidak memungkinkan. DPRD Kabupaten harus segera mengatasi masalah ini untuk meningkatkan taraf kehidupan masyarakat!",Infrastruktur,informal,Jawa Timur,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Kab/Kota,National,Perbaikan Infrastruktur Jalan,synthetic_v3.1_asta_urgency
8426a7e3-7604-4c5f-8466-7578ad19fa96,"Masyarakat Kec. Gunung Kidul, Yogyakarta, kesulitan mencari pekerjaan karena keterbatasan akses ke lokasi industri. DPRD Provinsi Yogyakarta harus memprioritaskan pembangunan infrastruktur untuk meningkatkan kualitas hidup warga!",Infrastruktur,informal,Kalimantan Timur,3,"Misi 3: Lapangan Kerja, Kewirausahaan, dan Infrastruktur",DPRD Provinsi,Regional,Perluasan Infrastruktur Fasilitas Industri,synthetic_v3.1_asta_urgency
